EmpID,GeographyKey,FirstName,LastName,Company,Address,City,County,State,Zip Code,Phone,Email,LivingWage,AveStatePay,GrossPay2013,GrossPay2014,GrossPay2015
14760,715,Rhoda,Aguliar,"Knudson, Alvin J Esq",6515 Main St,Trumbull,Fairfield,CT,6611,203-452-2070,rhoda@aguliar.com,33695,"$39,373.00 ","$41,302.28 ","$43,036.97 ","$45,447.04 "
14761,715,Lana,Busch,Photos Unlimited,430 John St,Bridgeport,Fairfield,CT,6604,203-367-3812,lana@busch.com,33695,"$39,373.00 ","$41,302.28 ","$42,582.65 ","$45,137.61 "
14764,715,Lou,Sheaks,Alexs Auto Body & Paint,35 Burr Ct,Bridgeport,Fairfield,CT,6605,203-336-9886,lou@sheaks.com,33695,"$39,373.00 ","$41,656.63 ","$43,781.12 ","$46,320.43 "
14922,801,Inez,Feltus,"Fancher, Lisa C Esq",161 N Main St,Waterbury,New Haven,CT,6702,203-596-9205,inez@feltus.com,33695,"$39,373.00 ","$41,499.14 ","$43,989.09 ","$45,836.63 "
14930,880,Ava,Werley,Birch Horton Bittner & Cherot,74 Route 37,New Fairfield,Fairfield,CT,6812,203-746-4163,ava@werley.com,33695,"$39,373.00 ","$41,184.16 ","$43,078.63 ","$44,801.77 "
15183,880,Isabel,Bridgforth,"Eickman, Larry W",1100 Buckingham St,Watertown,Litchfield,CT,6795,860-575-9418,isabel@bridgforth.com,33695,"$39,373.00 ","$41,381.02 ","$43,160.41 ","$45,577.39 "
15195,764,Thurman,Mckasson,"Michaels, Scott Jr",195 S Main St,Cheshire,New Haven,CT,6410,203-250-4292,thurman@mckasson.com,33695,"$39,373.00 ","$40,908.55 ","$42,299.44 ","$44,245.21 "
15216,809,Zella,Spaugh,"Jones, F L Esq",241 Ethan Allen Hwy,Ridgefield,Fairfield,CT,6877,203-438-7527,zella@spaugh.com,33695,"$39,373.00 ","$41,420.40 ","$43,367.15 ","$44,885.01 "
15300,763,Catrina,Kalland,Ye O Print Shoppe,135 Rennell Dr,Southport,Fairfield,CT,6490,203-255-3280,catrina@kalland.com,33695,"$39,373.00 ","$40,672.31 ","$42,624.58 ","$43,945.94 "
15404,809,Robbie,Ringham,"Ahern, Andrew Iii",8 Greenwich Office Park,Greenwich,Fairfield,CT,6831,203-629-9658,robbie@ringham.com,33695,"$39,373.00 ","$41,459.77 ","$42,745.02 ","$44,112.86 "
15502,763,George,Beedham,"Aberg, Joel L Esq",2425 Post Rd,Southport,Fairfield,CT,6490,203-259-5810,george@beedham.com,33695,"$39,373.00 ","$40,987.29 ","$42,339.87 ","$43,737.09 "
15504,809,Levi,Steinmiller,"Quisenberry, C Dale",174 Sanford Ln,Stamford,Fairfield,CT,6905,203-322-8986,levi@steinmiller.com,33695,"$39,373.00 ","$40,751.06 ","$42,584.85 ","$45,097.36 "
15657,809,Pattie,Czapor,"Blumstein, Jeffrey P Esq",6 Stamford Forum,Stamford,Fairfield,CT,6901,203-327-5891,pattie@czapor.com,33695,"$39,373.00 ","$41,696.01 ","$43,905.90 ","$45,662.13 "
15666,764,Cheryl,Roetcisoender,Deli At Rossmoor,250 W Main St #-110,Branford,New Haven,CT,6405,203-481-7645,cheryl@roetcisoender.com,33695,"$39,373.00 ","$40,593.56 ","$42,866.80 ","$44,152.81 "
15668,715,Twila,Justman,Mackenzie Corporation,265 Central Ave,Bridgeport,Fairfield,CT,6607,203-336-0519,twila@justman.com,33695,"$39,373.00 ","$41,656.63 ","$43,906.09 ","$46,364.83 "
15677,763,Sonny,Krider,Dieline Corporation,135 Rennell Dr,Southport,Fairfield,CT,6490,203-255-3559,sonny@krider.com,33695,"$39,373.00 ","$41,105.41 ","$42,585.21 ","$45,012.56 "
15864,764,Malik,Talty,Transco Energy Co,69 N Branford Rd,Branford,New Haven,CT,6405,203-481-5282,malik@talty.com,33695,"$39,373.00 ","$41,144.79 ","$43,531.18 ","$45,664.21 "
15908,880,Buddy,Ladage,Communication Briefings,286 Whisconier Rd,Brookfield,Fairfield,CT,6804,203-740-7110,buddy@ladage.com,33695,"$39,373.00 ","$40,987.29 ","$42,421.85 ","$44,118.72 "
15943,810,Palmer,Roderick,Integrated Health Systems Inc,300 Callegari Dr,West Haven,New Haven,CT,6516,203-937-2573,palmer@roderick.com,33695,"$39,373.00 ","$40,672.31 ","$42,665.25 ","$44,798.51 "
16052,809,Pauline,Tao,Banner Quik Print,9 Isaac St,Norwalk,Fairfield,CT,6850,203-227-9985,pauline@tao.com,33695,"$39,373.00 ","$41,420.40 ","$43,325.73 ","$45,751.98 "
16079,809,Frances,Mcgrane,Surtec,136 Main St,Westport,Fairfield,CT,6880,203-227-3643,frances@mcgrane.com,33695,"$39,373.00 ","$40,829.80 ","$42,789.63 ","$44,843.53 "
16307,810,Laverne,Donelan,Puerto Rico,347 Forbes Ave,East Haven,New Haven,CT,6512,203-468-3417,laverne@donelan.com,33695,"$39,373.00 ","$40,869.17 ","$43,321.32 ","$45,877.28 "
16348,764,Sarah,Troke,Tube Forming & Machine Inc,243 Broad St,Milford,New Haven,CT,6460,203-878-3117,sarah@troke.com,33695,"$39,373.00 ","$41,459.77 ","$43,615.68 ","$45,622.00 "
16567,809,Lionel,Girgenti,Transit Oil Co,108 Pond Rd,Wilton,Fairfield,CT,6897,203-834-3158,lionel@girgenti.com,33695,"$39,373.00 ","$40,790.43 ","$42,748.37 ","$44,458.30 "
16808,801,Tanner,Herpich,Russell Badge Mfg Co Inc,41 Church St,Waterbury,New Haven,CT,6702,203-756-4357,tanner@herpich.com,33695,"$39,373.00 ","$40,869.17 ","$42,871.76 ","$44,200.79 "
16970,809,Esmeralda,Gaynor,Edward D Jones & Co,266 Post Rd E,Westport,Fairfield,CT,6880,203-222-5873,esmeralda@gaynor.com,33695,"$39,373.00 ","$40,829.80 ","$42,177.18 ","$43,526.85 "
12198,812,Kirby,Colschen,Rollnick Rosen Linden & Levy,2550 M St Nw #-8,Washington,District of Columbia,DC,20037,202-457-6911,kirby@colschen.com,#N/A,"$39,373.00 ","$41,420.40 ","$43,160.05 ","$45,749.66 "
12248,812,Cecile,Lagesse,Colight,2828 Pennsylvania Ave Nw,Washington,District of Columbia,DC,20007,202-625-6444,cecile@lagesse.com,#N/A,"$39,373.00 ","$41,302.28 ","$43,078.27 ","$44,370.62 "
12259,812,Glenda,Raff,Medical Marketing Dev Inc,1333 New Hampshire Ave Nw,Washington,District of Columbia,DC,20036,202-887-7036,glenda@raff.com,#N/A,"$39,373.00 ","$41,735.38 ","$43,404.80 ","$45,314.61 "
12385,812,Shellie,Kotula,Brigittine Monastery,1330 Connecticut Ave Nw,Washington,District of Columbia,DC,20036,202-857-6644,shellie@kotula.com,#N/A,"$39,373.00 ","$40,554.19 ","$42,257.47 ","$43,863.25 "
12440,812,Roosevelt,Driggs,M J Anderson Inc,1150 Connecticut Ave Nw #-500,Washington,District of Columbia,DC,20036,202-223-4064,roosevelt@driggs.com,#N/A,"$39,373.00 ","$41,026.67 ","$42,667.73 ","$44,331.77 "
12564,812,Alicia,Donez,Esp Sales,2000 K St Nw,Washington,District of Columbia,DC,20006,202-223-0386,alicia@donez.com,#N/A,"$39,373.00 ","$41,184.16 ","$42,543.24 ","$43,947.16 "
12652,812,Delmer,Elhassan,Paxon Manufacturing Co,1050 Connecticut Ave Nw,Washington,District of Columbia,DC,20036,202-857-3048,delmer@elhassan.com,#N/A,"$39,373.00 ","$41,538.52 ","$43,947.75 ","$45,705.66 "
12723,812,Deidre,Jose,Primerica Financial Services,1333 New Hampshire Ave Nw,Washington,District of Columbia,DC,20036,202-887-9363,deidre@jose.com,#N/A,"$39,373.00 ","$41,735.38 ","$43,780.41 ","$45,356.51 "
12796,812,Rocio,Kain,J C Penney Co Inc,2445 M St Nw,Washington,District of Columbia,DC,20037,202-663-1333,rocio@kain.com,#N/A,"$39,373.00 ","$41,381.02 ","$42,622.45 ","$44,540.46 "
12828,812,Lidia,Aschbacher,Richard E Madigan Associates,1341 G St Nw #-510,Washington,District of Columbia,DC,20005,202-393-8593,lidia@aschbacher.com,#N/A,"$39,373.00 ","$41,105.41 ","$42,996.26 ","$44,587.12 "
12926,812,Erna,Carico,Volkswagen By Lindell,2101 L St Nw,Washington,District of Columbia,DC,20037,202-737-4947,erna@carico.com,#N/A,"$39,373.00 ","$40,790.43 ","$42,911.53 ","$45,486.22 "
12946,812,Bradly,Callender,Belbro Discount Auto Parts,2550 M St Nw #-8,Washington,District of Columbia,DC,20037,202-457-1593,bradly@callender.com,#N/A,"$39,373.00 ","$41,459.77 ","$42,869.40 ","$44,627.05 "
13084,812,Maxwell,Super,Bachman Foods Inc Potato Chips,5225 Wisconsin Ave Nw,Washington,District of Columbia,DC,20015,202-363-9396,maxwell@super.com,#N/A,"$39,373.00 ","$41,577.89 ","$43,698.36 ","$45,883.28 "
13175,812,Dorsey,Lewitt,Truck Parts Inc,923 15th St Nw,Washington,District of Columbia,DC,20005,202-737-8843,dorsey@lewitt.com,#N/A,"$39,373.00 ","$41,538.52 ","$42,909.29 ","$44,239.47 "
13203,812,Andres,Yeropoli,Performance Group Inc,2550 M St Nw #-8,Washington,District of Columbia,DC,20037,202-457-6371,andres@yeropoli.com,#N/A,"$39,373.00 ","$41,026.67 ","$42,708.76 ","$45,100.45 "
13206,812,Bennie,Lushbaugh,A Burghart Shipping Co Inc,1050 Connecticut Ave Nw,Washington,District of Columbia,DC,20036,202-857-9382,bennie@lushbaugh.com,#N/A,"$39,373.00 ","$40,554.19 ","$41,892.48 ","$44,154.67 "
13535,812,Clare,Seiz,Raba Kistner Consultants Inc,1330 Connecticut Ave Nw,Washington,District of Columbia,DC,20036,202-857-5852,clare@seiz.com,#N/A,"$39,373.00 ","$41,538.52 ","$43,116.98 ","$45,445.30 "
13748,812,Zachery,Goldammer,"Schofield, Daniel L Esq",1440 Rhode Island Ave Nw,Washington,District of Columbia,DC,20005,202-265-1551,zachery@goldammer.com,#N/A,"$39,373.00 ","$40,790.43 ","$43,156.27 ","$45,098.31 "
13803,812,Sonia,Boemer,"Whiting, Joanne R Esq",2020 K St Nw,Washington,District of Columbia,DC,20006,202-785-6536,sonia@boemer.com,#N/A,"$39,373.00 ","$41,381.02 ","$43,532.84 ","$46,014.21 "
13807,812,Clark,Angert,"Laurenzi, Eugene A Esq",1701 22nd St Nw,Washington,District of Columbia,DC,20008,202-232-2275,clark@angert.com,#N/A,"$39,373.00 ","$41,184.16 ","$43,037.45 ","$44,672.87 "
13809,812,Joy,Forslund,Cactus Mat Manufacturing Co,4103 Connecticut Ave Nw,Washington,District of Columbia,DC,20008,202-362-8745,joy@forslund.com,#N/A,"$39,373.00 ","$40,829.80 ","$42,993.78 ","$45,014.49 "
13846,812,Jules,Walrath,University Lodge Best Western,100 Maryland Ave Ne,Washington,District of Columbia,DC,20002,202-488-4985,jules@walrath.com,#N/A,"$39,373.00 ","$41,617.26 ","$42,907.40 ","$45,310.21 "
13899,812,Gino,Teets,Morrissey & Brown Law Firm,1120 20th St Nw,Washington,District of Columbia,DC,20036,202-962-0850,gino@teets.com,#N/A,"$39,373.00 ","$41,617.26 ","$42,949.01 ","$44,495.18 "
13952,812,Ellie,Taliaferro,"Finch, William J Esq",1000 Connecticut Ave Nw #-1300,Washington,District of Columbia,DC,20036,202-833-9431,ellie@taliaferro.com,#N/A,"$39,373.00 ","$41,105.41 ","$42,831.84 ","$44,545.11 "
14015,812,Denver,Wandersee,Chaska Chemical Co Inc,2445 M St Nw,Washington,District of Columbia,DC,20037,202-663-2237,denver@wandersee.com,#N/A,"$39,373.00 ","$41,656.63 ","$43,281.24 ","$45,099.05 "
14126,812,Rosendo,Falkenhagen,Lance M Sears,2025 I St Nw,Washington,District of Columbia,DC,20006,202-659-4982,rosendo@falkenhagen.com,#N/A,"$39,373.00 ","$41,184.16 ","$42,996.26 ","$44,372.14 "
14174,812,Natasha,Phelps,T & R Engraving Inc,1120 20th St Nw,Washington,District of Columbia,DC,20036,202-962-2254,natasha@phelps.com,#N/A,"$39,373.00 ","$40,672.31 ","$42,055.17 ","$43,442.99 "
14247,812,Maricela,Berryhill,Gha Media Group,2445 M St Nw,Washington,District of Columbia,DC,20037,202-663-5128,maricela@berryhill.com,#N/A,"$39,373.00 ","$41,459.77 ","$42,993.78 ","$44,283.59 "
14280,812,Enid,Reon,Orlando Painting Contr Inc,1100 New York Ave Nw,Washington,District of Columbia,DC,20005,202-857-1775,enid@reon.com,#N/A,"$39,373.00 ","$40,829.80 ","$42,544.65 ","$45,012.24 "
14365,812,Van,Parras,Isaacs Restaurant & Deli,2445 M St Nw,Washington,District of Columbia,DC,20037,202-663-7341,van@parras.com,#N/A,"$39,373.00 ","$41,420.40 ","$43,284.31 ","$44,626.13 "
14393,812,Nolan,Prigge,Optical Data Systems Inc,1990 M St Nw #-450,Washington,District of Columbia,DC,20036,202-785-8066,nolan@prigge.com,#N/A,"$39,373.00 ","$41,735.38 ","$43,404.80 ","$45,184.39 "
14619,812,Eddie,Yahn,Counseling Associates Co Spr,2020 K St Nw,Washington,District of Columbia,DC,20006,202-785-8977,eddie@yahn.com,#N/A,"$39,373.00 ","$41,420.40 ","$42,994.37 ","$45,273.07 "
14644,812,Marisol,Rogowski,"Schatz, Daniel J Esq",1707 L St Nw #-725,Washington,District of Columbia,DC,20036,202-659-8283,marisol@rogowski.com,#N/A,"$39,373.00 ","$41,420.40 ","$43,408.58 ","$45,231.74 "
14653,812,Jamie,Breitenberg,Ron Bell Inc,1025 Thomas Jefferson St Nw,Washington,District of Columbia,DC,20007,202-342-6604,jamie@breitenberg.com,#N/A,"$39,373.00 ","$40,672.31 ","$42,217.86 ","$44,624.27 "
14741,812,Giuseppe,Brummond,"Cowan, Finis Iii",1627 I St Nw,Washington,District of Columbia,DC,20006,202-857-7400,giuseppe@brummond.com,#N/A,"$39,373.00 ","$41,262.90 ","$43,326.05 ","$45,059.09 "
14743,812,Blaine,Earlgy,"Dabbs, Eugene W Iv",1747 Pennsylvania Ave Nw,Washington,District of Columbia,DC,20006,202-293-0806,blaine@earlgy.com,#N/A,"$39,373.00 ","$40,790.43 ","$42,095.72 ","$44,032.12 "
14875,812,Ofelia,Lestage,Rockvale Village Inn,1875 Connecticut Ave Nw #-12,Washington,District of Columbia,DC,20009,202-986-6705,ofelia@lestage.com,#N/A,"$39,373.00 ","$41,026.67 ","$43,036.97 ","$44,715.41 "
15063,812,Ellie,Kaaihue,Fair Oaks Motel,1990 K St Nw,Washington,District of Columbia,DC,20006,202-862-0430,ellie@kaaihue.com,#N/A,"$39,373.00 ","$41,184.16 ","$43,490.47 ","$45,317.07 "
15090,812,Annmarie,Minon,Danex Corp,1818 N St Nw,Washington,District of Columbia,DC,20036,202-331-3487,annmarie@minon.com,#N/A,"$39,373.00 ","$41,420.40 ","$43,657.10 ","$45,010.47 "
15091,812,Harry,Corado,J B D Machine Co,1818 N St Nw #-200,Washington,District of Columbia,DC,20036,202-331-7920,harry@corado.com,#N/A,"$39,373.00 ","$41,026.67 ","$43,242.11 ","$45,490.70 "
15259,812,Rocio,Cernota,"Mack, Peter G Esq",Flight Information Dullese,Washington,District of Columbia,DC,20041,703-471-5823,rocio@cernota.com,#N/A,"$39,373.00 ","$40,987.29 ","$43,323.57 ","$45,403.10 "
15278,812,Francisco,Decoteau,"Head, J D Esq",2445 M St Nw,Washington,District of Columbia,DC,20037,202-663-5678,francisco@decoteau.com,#N/A,"$39,373.00 ","$40,908.55 ","$42,708.52 ","$44,075.20 "
15323,812,Brain,Nordlund,North Kennebec Regl Plan Com,1575 I St Nw,Washington,District of Columbia,DC,20005,202-789-4872,brain@nordlund.com,#N/A,"$39,373.00 ","$41,026.67 ","$43,160.05 ","$44,972.77 "
15394,812,Heriberto,Hebb,"Miyauchi, Garrett",2233 Wisconsin Ave Nw,Washington,District of Columbia,DC,20007,202-342-8033,heriberto@hebb.com,#N/A,"$39,373.00 ","$41,459.77 ","$43,574.22 ","$45,622.21 "
15400,812,Dolly,Claunch,Batchelor & Powers,1705 Desales St Nw,Washington,District of Columbia,DC,20036,202-331-1697,dolly@claunch.com,#N/A,"$39,373.00 ","$40,554.19 ","$42,906.33 ","$44,794.21 "
15661,812,Pete,Messamore,Geo W Cochran & Co Inc,2100 Pennsylvania Ave Nw,Washington,District of Columbia,DC,20037,202-955-4284,pete@messamore.com,#N/A,"$39,373.00 ","$41,617.26 ","$43,448.42 ","$45,229.81 "
15671,812,Maritza,Brignoni,Ardell Inc,1150 17th St Nw,Washington,District of Columbia,DC,20036,202-364-8508,maritza@brignoni.com,#N/A,"$39,373.00 ","$40,672.31 ","$43,112.65 ","$45,483.84 "
15776,812,Allison,Sohre,W G Peterson Woodworking,1050 17th St Nw #-830,Washington,District of Columbia,DC,20036,202-955-1008,allison@sohre.com,#N/A,"$39,373.00 ","$41,696.01 ","$43,405.54 ","$45,011.55 "
15781,812,Clarence,Humston,Western Glove & Safety Prod,1050 17th St Nw,Washington,District of Columbia,DC,20036,202-955-8050,clarence@humston.com,#N/A,"$39,373.00 ","$41,302.28 ","$43,615.20 ","$45,054.51 "
15897,812,Louie,Verunza,Process Controls Tech Inc,1919 Pennsylvania Ave Nw,Washington,District of Columbia,DC,20006,202-466-2695,louie@verunza.com,#N/A,"$39,373.00 ","$41,499.14 ","$42,827.11 ","$44,797.16 "
15937,812,Boyce,Woolcock,Del Mar Die Casting Co Inc,1775 Massachusetts Ave Nw,Washington,District of Columbia,DC,20036,202-797-5081,boyce@woolcock.com,#N/A,"$39,373.00 ","$40,711.68 ","$42,787.98 ","$44,884.59 "
16138,812,Jeff,Blazich,Naperville Florist,1401 I St Nw #-200,Washington,District of Columbia,DC,20005,202-289-0827,jeff@blazich.com,#N/A,"$39,373.00 ","$41,381.02 ","$42,746.60 ","$44,670.19 "
16150,812,Carrol,Gustine,Viking Fence,1300 I St Nw,Washington,District of Columbia,DC,20005,202-522-2597,carrol@gustine.com,#N/A,"$39,373.00 ","$41,538.52 ","$42,950.82 ","$45,313.12 "
16153,812,Concepcion,Marsack,"Dietz, Camille Raffa Esq",1600 M St Nw,Washington,District of Columbia,DC,20036,202-296-6783,concepcion@marsack.com,#N/A,"$39,373.00 ","$41,538.52 ","$43,158.52 ","$45,445.92 "
16247,812,Roland,Donivan,Vescelius Florist Inc,1330 Connecticut Ave Nw,Washington,District of Columbia,DC,20036,202-429-9365,roland@donivan.com,#N/A,"$39,373.00 ","$41,656.63 ","$44,072.72 ","$45,659.34 "
16256,812,Zackary,Seifert,"Schrier, Steven M Esq",1000 Vermont Ave Nw #-1100,Washington,District of Columbia,DC,20005,202-289-7027,zackary@seifert.com,#N/A,"$39,373.00 ","$41,420.40 ","$43,864.20 ","$45,531.04 "
16284,812,Lana,Laymon,Grubb & Ellis Coml Real Est,400 N Capitol St Nw,Washington,District of Columbia,DC,20001,202-783-3708,lana@laymon.com,#N/A,"$39,373.00 ","$41,026.67 ","$43,365.19 ","$45,837.00 "
16600,812,Abram,Castorena,M H Detrick Company,1920 N St Nw #-660,Washington,District of Columbia,DC,20036,202-457-3163,abram@castorena.com,#N/A,"$39,373.00 ","$41,026.67 ","$42,708.76 ","$44,032.73 "
16669,812,Man,Ricketts,Kosciuszko Foundtn,11 Dupont Cir Nw,Washington,District of Columbia,DC,20036,202-483-3652,man@ricketts.com,#N/A,"$39,373.00 ","$40,908.55 ","$42,994.88 ","$45,015.64 "
16676,812,Bo,Holihan,One Hour Fireweed Dry Cleaning,2445 M St Nw,Washington,District of Columbia,DC,20037,202-663-1965,bo@holihan.com,#N/A,"$39,373.00 ","$40,790.43 ","$43,033.90 ","$44,755.26 "
16681,812,Shon,Kingfisher,"Dawson, James M Esq",4830 V St Nw,Washington,District of Columbia,DC,20007,202-450-5604,shon@kingfisher.com,#N/A,"$39,373.00 ","$40,672.31 ","$42,217.86 ","$44,497.62 "
16683,812,Tuan,Kasula,Pioneer Management Service Inc,1299 Pennsylvania Ave Nw,Washington,District of Columbia,DC,20004,202-508-9875,tuan@kasula.com,#N/A,"$39,373.00 ","$41,381.02 ","$43,863.88 ","$45,662.30 "
16690,812,Cleveland,Hoomana,American Fur Industry Inc,1201 Connecticut Ave Nw,Washington,District of Columbia,DC,20036,202-822-2234,cleveland@hoomana.com,#N/A,"$39,373.00 ","$41,656.63 ","$44,072.72 ","$45,923.77 "
16735,812,Danilo,Tausch,Burch & Lamb Inc,2445 M St Nw,Washington,District of Columbia,DC,20037,202-663-6374,danilo@tausch.com,#N/A,"$39,373.00 ","$41,144.79 ","$42,626.00 ","$45,098.31 "
16836,812,Althea,Suhar,Niles Chem Paint Co,5301 Wisconsin Ave Nw,Washington,District of Columbia,DC,20015,202-244-0665,althea@suhar.com,#N/A,"$39,373.00 ","$41,420.40 ","$43,615.68 ","$45,273.07 "
16906,812,Miguel,Diruzzo,Whai Am Fm Radio,1050 Connecticut Ave Nw,Washington,District of Columbia,DC,20036,202-857-2356,miguel@diruzzo.com,#N/A,"$39,373.00 ","$41,459.77 ","$43,366.92 ","$45,578.63 "
16984,812,Queen,Anglum,Storage Usa,1316 Pennsylvania Ave Se,Washington,District of Columbia,DC,20003,202-547-2703,queen@anglum.com,#N/A,"$39,373.00 ","$40,554.19 ","$42,095.25 ","$43,779.06 "
12033,812,Antony,Mcdougall,"Owens, William L Esq",5th St,Wilmington,New Castle,DE,19801,302-655-7186,antony@mcdougall.com,21665,"$30,488.00 ","$32,286.79 ","$33,545.98 ","$35,022.00 "
12119,812,Millicent,Respass,"Greene, William N Esq",410 Century Blvd,Wilmington,New Castle,DE,19808,302-999-4874,millicent@respass.com,21665,"$30,488.00 ","$32,012.40 ","$33,677.04 ","$34,822.06 "
12149,812,Bridgette,Geffers,"Hompesch, Richard W Ii",Boxwood Industrial Park,Wilmington,New Castle,DE,19804,302-999-2784,bridgette@geffers.com,21665,"$30,488.00 ","$31,707.52 ","$33,419.73 ","$34,723.10 "
12300,812,Joanne,Avis,Parts Electronic Of Arizona,2013 Pennsylvania Ave,Wilmington,New Castle,DE,19806,302-421-8177,joanne@avis.com,21665,"$30,488.00 ","$31,402.64 ","$33,286.80 ","$34,285.40 "
12328,812,Margot,Gugliotta,Mickey Havis Brokerage Co,2392 Limestone Rd,Wilmington,New Castle,DE,19808,302-998-1855,margot@gugliotta.com,21665,"$30,488.00 ","$32,073.38 ","$33,612.90 ","$34,755.74 "
12478,812,Noelle,Stopyra,Pacific Nw Hdwr & Impl Assoc,669 S Union St,Wilmington,New Castle,DE,19805,302-658-6972,noelle@stopyra.com,21665,"$30,488.00 ","$31,677.03 ","$33,197.53 ","$34,392.64 "
12785,812,Ashleigh,Hing,Benson Truck Bodies Inc,1701 Shallcross Ave #-d,Wilmington,New Castle,DE,19806,302-656-6476,ashleigh@hing.com,21665,"$30,488.00 ","$31,402.64 ","$33,035.58 ","$34,191.82 "
12812,812,Wyatt,Moura,Klein Catering Service,919 N Market St,Wilmington,New Castle,DE,19801,302-654-7624,wyatt@moura.com,21665,"$30,488.00 ","$31,555.08 ","$32,627.95 ","$33,965.70 "
12840,812,Audrey,Selsor,Silver King Hotel,5 E 41st St,Wilmington,New Castle,DE,19802,302-762-8001,audrey@selsor.com,21665,"$30,488.00 ","$32,286.79 ","$33,449.12 ","$34,787.08 "
13062,812,Sharlene,Bachhuber,Elcose Federal Credit Union,3904 Evelyn Dr,Wilmington,New Castle,DE,19808,302-998-4826,sharlene@bachhuber.com,21665,"$30,488.00 ","$32,286.79 ","$33,449.12 ","$35,155.02 "
13292,812,Isabel,Alpers,"Avila, Simao J Esq",3 Mill Rd,Wilmington,New Castle,DE,19806,302-652-1798,isabel@alpers.com,21665,"$30,488.00 ","$32,164.84 ","$33,580.09 ","$34,822.56 "
13318,812,Kay,Currie,Auto Body Specialists,3 Mill Rd,Wilmington,New Castle,DE,19806,302-652-3128,kay@currie.com,21665,"$30,488.00 ","$32,317.28 ","$33,706.92 ","$35,122.61 "
13359,812,Janel,Crewe,P S C Inc,3 Christina Cent,Wilmington,New Castle,DE,19801,302-654-1998,janel@crewe.com,21665,"$30,488.00 ","$31,707.52 ","$32,658.75 ","$34,585.61 "
13361,812,Bertha,Lonon,Modern Gas Service Corporation,913 Brandywine Blvd,Wilmington,New Castle,DE,19809,302-762-0787,bertha@lonon.com,21665,"$30,488.00 ","$31,951.42 ","$33,165.58 ","$34,956.52 "
13362,812,Sonny,Falci,Wood Fiber Products Inc,3411 Silverside Rd,Wilmington,New Castle,DE,19810,302-478-1058,sonny@falci.com,21665,"$30,488.00 ","$31,433.13 ","$32,879.05 ","$34,687.40 "
13363,812,Daryl,Starring,V B Machine Co,600 Terminal Ave,New Castle,New Castle,DE,19720,302-656-2383,daryl@starring.com,21665,"$30,488.00 ","$32,042.89 ","$33,901.38 ","$35,054.02 "
13365,812,Malcolm,Davin,Wearhouse Inc T Shirt People,101 Pigeon Point Rd,New Castle,New Castle,DE,19720,302-571-6795,malcolm@davin.com,21665,"$30,488.00 ","$31,646.54 ","$33,038.99 ","$34,955.25 "
13368,812,Dirk,Emoto,"Lebovitz, Jamie R Esq",2822 Shipley Rd,Wilmington,New Castle,DE,19810,302-478-3987,dirk@emoto.com,21665,"$30,488.00 ","$31,494.10 ","$33,383.75 ","$34,852.64 "
13370,812,Brittney,Dauer,Pilot Chemical Of Calif,432 E Ayre St,Wilmington,New Castle,DE,19804,302-999-7940,brittney@dauer.com,21665,"$30,488.00 ","$31,981.91 ","$33,229.21 ","$34,359.00 "
13372,812,Jessie,Kropidlowski,"Mazzone, James P Esq",15th St,Wilmington,New Castle,DE,19801,302-652-3287,jessie@kropidlowski.com,21665,"$30,488.00 ","$32,195.33 ","$34,094.85 ","$35,799.59 "
13375,812,Tina,Tombs,Bakersfield Physcl Medcn,1303 Veale Rd,Wilmington,New Castle,DE,19810,302-478-6769,tina@tombs.com,21665,"$30,488.00 ","$32,073.38 ","$33,131.80 ","$34,258.28 "
13377,812,Chet,Schrantz,Conceptus Public Rel Hi Inc,3908 Kennett Pike,Wilmington,New Castle,DE,19807,302-656-9327,chet@schrantz.com,21665,"$30,488.00 ","$31,494.10 ","$32,564.90 ","$34,095.45 "
13379,812,Pedro,Keala,Precision Industries,1701 Newport Gap Pike,Wilmington,New Castle,DE,19808,302-998-4937,pedro@keala.com,21665,"$30,488.00 ","$31,646.54 ","$33,482.04 ","$35,022.22 "
13380,812,Rhett,Morford,Ace Stationery & Printing Co,500 S Colonial Ave,Wilmington,New Castle,DE,19805,302-656-9927,rhett@morford.com,21665,"$30,488.00 ","$32,256.30 ","$33,578.81 ","$34,653.33 "
13384,812,German,Munger,Fleming Associates,400 Foulk Rd,Wilmington,New Castle,DE,19803,302-652-1604,german@munger.com,21665,"$30,488.00 ","$31,555.08 ","$32,722.62 ","$34,293.30 "
13387,812,Jackie,Clawges,Buffington & Konigsberg,1300 First State Blvd #-a,Wilmington,New Castle,DE,19804,302-999-5533,jackie@clawges.com,21665,"$30,488.00 ","$31,433.13 ","$32,564.72 ","$34,388.34 "
13388,812,Deon,Caverly,Sheraton Berkshire,4 James Ct,Wilmington,New Castle,DE,19801,302-429-3911,deon@caverly.com,21665,"$30,488.00 ","$31,585.57 ","$32,912.16 ","$34,491.95 "
13403,812,Lyle,Mullarkey,Pizza Q,1001 N Park Dr,Wilmington,New Castle,DE,19802,302-571-3317,lyle@mullarkey.com,21665,"$30,488.00 ","$31,859.96 ","$32,847.62 ","$34,588.54 "
13529,812,Lettie,Kister,Ulrichs Bookstore & Elec,Rockland Rd,Wilmington,New Castle,DE,19803,302-421-3355,lettie@kister.com,21665,"$30,488.00 ","$32,042.89 ","$33,228.47 ","$34,358.24 "
